account_id,name,industry,employee_count,arr,region,owner_id,created_at
350,Summit Dynamics,Retail,84,16744,North America,11,2022-04-26T00:00:00
351,Zenith Technologies,Energy,1418,99425,APAC,9,2024-10-15T00:00:00
352,Global Dynamics,Professional Services,161,16184,North America,14,2024-01-19T00:00:00
353,Summit Technologies,Financial Services,4257,362411,North America,7,2023-02-19T00:00:00
354,Synergy Software,Telecommunications,,9393,EMEA,4,2021-11-17T00:00:00
355,Pacific Digital,Media & Entertainment,51,8008,LATAM,1,2022-05-05T00:00:00
356,Vanguard Corp,Media & Entertainment,34,48518,LATAM,12,2021-11-17T00:00:00
357,Summit Digital,Energy,19720,638509,LATAM,1,2021-04-26T00:00:00
358,Summit Technologies,Education,16632,151295,EMEA,3,2020-09-23T00:00:00
359,Quantum Digital,Retail,31298,1329850,EMEA,2,2023-03-17T00:00:00
360,Quantum Corp,Technology,860,181160,APAC,8,2020-02-29T00:00:00
361,Summit Solutions,Professional Services,129,36742,EMEA,3,2022-05-22T00:00:00
362,Optima Corp,Healthcare,427,223284,EMEA,6,2021-02-05T00:00:00
363,Nexus Dynamics,,41831,650781,APAC,4,2022-03-03T00:00:00
364,Catalyst Digital,Professional Services,109,20176,North America,7,2023-11-26T00:00:00
365,Velocity Networks,Education,178,2108,North America,2,2024-10-17T00:00:00
366,Pinnacle Technologies,Transportation,15,9300,LATAM,16,2024-08-29T00:00:00
367,Summit Enterprises,Media & Entertainment,181,48882,North America,13,2023-10-29T00:00:00
368,Horizon Corp,Healthcare,745,172234,North America,1,2020-12-25T00:00:00
369,Acme Software,Government,94,24780,,12,2020-05-31T00:00:00
370,Zenith Networks,Energy,175,21684,,10,2021-08-30T00:00:00
371,Quantum Inc,Manufacturing,538,69777,APAC,8,2024-08-30T00:00:00
372,Nova Enterprises,Energy,49414,1878215,EMEA,11,2020-09-10T00:00:00
373,Global Holdings,Healthcare,198,36411,LATAM,5,2022-08-10T00:00:00
374,Optima Networks,Manufacturing,432,11048,,9,2022-09-09T00:00:00
375,Atlas Networks,Energy,28,34381,LATAM,2,2023-11-06T00:00:00
376,Nexus Services,Technology,1076,220985,LATAM,1,2024-08-20T00:00:00
377,Global Inc,Education,11102,875035,LATAM,12,2020-05-23T00:00:00
378,Synergy Analytics,Professional Services,37,2760,North America,11,2022-11-05T00:00:00
379,Zenith Labs,Government,86,6473,LATAM,14,2022-04-29T00:00:00
380,Synergy Digital,Government,29354,1528126,North America,1,2021-05-13T00:00:00
381,Nova Enterprises,Energy,187,36828,EMEA,14,2023-06-01T00:00:00
382,Elevate Holdings,Retail,,10798,EMEA,11,2020-02-17T00:00:00
383,Nova Technologies,Media & Entertainment,19,8985,North America,9,2022-07-26T00:00:00
384,Horizon Digital,Retail,158,31585,APAC,5,2024-04-09T00:00:00
385,Quantum Digital,Professional Services,66,5600,LATAM,6,2022-03-20T00:00:00
386,Elevate Labs,Energy,73,25284,North America,1,2022-04-09T00:00:00
387,Pacific Solutions,Technology,1873,217908,APAC,9,2024-11-03T00:00:00
388,Summit Services,Technology,158,9779,North America,15,2024-12-20T00:00:00
389,Acme Networks,Retail,178,43377,North America,14,2024-05-27T00:00:00
390,Quantum Group,,204,72204,EMEA,1,2021-09-10T00:00:00
391,Atlas Inc,Government,1822,150052,North America,3,2020-05-08T00:00:00
392,Horizon Enterprises,Healthcare,172,5660,APAC,9,2020-02-18T00:00:00
393,Global Services,Retail,18296,966549,APAC,3,2021-06-19T00:00:00
394,Quantum Solutions,Professional Services,295,121677,APAC,4,2023-04-26T00:00:00
395,Horizon Dynamics,Financial Services,921,32765,North America,8,2024-01-30T00:00:00
396,Synergy Inc,,69,43202,EMEA,5,2020-09-04T00:00:00
397,Elevate Inc,Healthcare,1038,150677,APAC,12,2023-10-13T00:00:00
398,Velocity Digital,Healthcare,177,24306,LATAM,11,2022-09-17T00:00:00
399,Apex Inc,Retail,157,45975,North America,2,2021-10-28T00:00:00
400,Vanguard Inc,Transportation,21,18536,EMEA,4,2021-06-28T00:00:00
401,Nova Technologies,,1668,229208,North America,15,2024-02-28T00:00:00
402,Global Dynamics,Professional Services,,28673,EMEA,3,2023-02-08T00:00:00
403,Elevate Networks,Transportation,198,41393,LATAM,14,2020-02-02T00:00:00
404,Horizon Corp,Telecommunications,130,37467,North America,15,2024-07-13T00:00:00
405,Vanguard Dynamics,Transportation,378,197946,North America,7,2020-10-29T00:00:00
406,Vertex Corp,Manufacturing,941,61023,North America,6,2024-06-29T00:00:00
407,Nova Holdings,Education,,14162,North America,1,2024-10-10T00:00:00
408,Vertex Systems,Media & Entertainment,164,10663,EMEA,4,2022-11-16T00:00:00
409,Acme Platforms,Government,29,33132,North America,9,2022-02-13T00:00:00
410,Pacific Dynamics,Technology,1565,232740,APAC,14,2020-11-23T00:00:00
411,Elevate Enterprises,Financial Services,32817,1461070,LATAM,13,2024-12-02T00:00:00
412,Elevate Group,Professional Services,46798,326080,North America,14,2021-05-22T00:00:00
413,Synergy Holdings,Telecommunications,1080,20723,LATAM,2,2022-12-04T00:00:00
414,Quantum Systems,Healthcare,163,10785,LATAM,5,2021-11-03T00:00:00
415,Pinnacle Services,Education,198,12078,APAC,1,2024-02-17T00:00:00
416,Velocity Enterprises,Education,39733,1631259,North America,14,2020-02-21T00:00:00
417,Nexus Group,Media & Entertainment,1123,71982,EMEA,6,2023-02-27T00:00:00
418,Zenith Networks,Transportation,,891473,North America,16,2024-08-31T00:00:00
419,Nova Software,Transportation,752,53932,APAC,2,2023-01-29T00:00:00
420,Synergy Group,,125,661,North America,16,2024-12-25T00:00:00
421,Pinnacle Digital,Transportation,91,32055,APAC,5,2024-07-13T00:00:00
422,Atlas Systems,Retail,1405,30999,,12,2023-01-04T00:00:00
423,Zenith Inc,Transportation,1537,149450,EMEA,10,2024-04-30T00:00:00
424,Optima Technologies,Manufacturing,140,48594,LATAM,3,2024-05-12T00:00:00
425,Zenith Software,Professional Services,147,41869,North America,7,2024-02-28T00:00:00
426,Velocity Holdings,Media & Entertainment,124,113,APAC,7,2023-11-14T00:00:00
427,Nexus Corp,,,24234,North America,11,2020-05-26T00:00:00
428,Fusion Services,Manufacturing,105,5348,EMEA,16,2024-03-14T00:00:00
429,Catalyst Software,Healthcare,56,29399,LATAM,16,2024-02-09T00:00:00
430,Apex Corp,Telecommunications,45957,500574,North America,15,2024-09-17T00:00:00
431,Elevate Labs,Professional Services,956,231213,APAC,12,2024-08-14T00:00:00
432,Nexus Enterprises,Technology,1851,172460,North America,9,2022-11-17T00:00:00
433,Pacific Holdings,Government,975,201970,APAC,11,2021-08-10T00:00:00
434,Summit Solutions,Transportation,1579,160094,APAC,2,2023-11-05T00:00:00
435,Nova Digital,Retail,133,15743,APAC,14,2024-11-20T00:00:00
436,Catalyst Corp,Technology,20195,190631,EMEA,2,2023-09-28T00:00:00
437,Apex Inc,Media & Entertainment,1363,90284,EMEA,6,2020-03-01T00:00:00
438,Nova Corp,Government,3564,1940779,North America,8,2020-02-13T00:00:00
439,Pacific Platforms,Government,574,166791,North America,1,2021-09-03T00:00:00
440,Fusion Systems,Technology,151,20095,APAC,6,2020-10-13T00:00:00
441,Summit Corp,Energy,160,1694,APAC,5,2022-01-10T00:00:00
442,Acme Services,Education,112,37530,,5,2022-05-29T00:00:00
443,Elevate Technologies,Energy,200,30831,EMEA,16,2024-12-10T00:00:00
444,Catalyst Analytics,Retail,103,338,APAC,9,2020-04-16T00:00:00
445,Quantum Group,Professional Services,,32302,LATAM,7,2022-10-21T00:00:00
446,Synergy Labs,Financial Services,179,3100,,16,2024-04-21T00:00:00
447,Atlas Analytics,Retail,44939,945889,EMEA,6,2020-08-24T00:00:00
448,Acme Corp,Professional Services,152,2581,EMEA,5,2024-10-06T00:00:00
449,Summit Group,Professional Services,173,37129,APAC,5,2023-10-09T00:00:00
450,Elevate Services,Education,1275,136820,North America,8,2020-04-14T00:00:00
451,Synergy Labs,Financial Services,41016,1465178,LATAM,3,2023-08-30T00:00:00
452,Summit Analytics,Healthcare,55,42369,LATAM,9,2020-08-19T00:00:00
453,Fusion Corp,Professional Services,169,36985,LATAM,1,2024-10-27T00:00:00
454,Acme Labs,Transportation,170,3300,LATAM,9,2021-01-17T00:00:00
455,Synergy Platforms,Professional Services,125,27607,APAC,4,2023-10-17T00:00:00
456,Horizon Labs,Media & Entertainment,98,46672,APAC,2,2021-11-13T00:00:00
457,Velocity Networks,Telecommunications,527,165345,EMEA,16,2024-04-08T00:00:00
458,Synergy Dynamics,Telecommunications,143,36277,APAC,7,2021-04-03T00:00:00
459,Vanguard Dynamics,Energy,21652,1249919,LATAM,9,2021-06-29T00:00:00
460,Velocity Networks,Energy,1288,24440,LATAM,7,2024-10-05T00:00:00
461,Global Networks,Retail,47937,962502,EMEA,6,2023-01-02T00:00:00
462,Optima Group,Professional Services,165,35015,North America,11,2022-09-29T00:00:00
463,Zenith Labs,Professional Services,580,27800,North America,7,2024-01-19T00:00:00
464,Summit Enterprises,Transportation,658,127026,LATAM,14,2021-08-02T00:00:00
465,Horizon Technologies,Manufacturing,793,200741,APAC,3,2023-05-11T00:00:00
466,Summit Analytics,Financial Services,181,8293,LATAM,6,2021-02-27T00:00:00
467,Pacific Inc,Government,47892,945298,EMEA,9,2024-11-15T00:00:00
468,Optima Networks,Education,197,44412,APAC,4,2020-03-01T00:00:00
469,Optima Networks,Government,1764,138494,APAC,3,2024-04-12T00:00:00
470,Apex Technologies,Education,655,30063,North America,14,2024-08-31T00:00:00
471,Elevate Analytics,Technology,181,28775,North America,7,2023-03-31T00:00:00
472,Pacific Networks,Retail,127,34629,EMEA,7,2022-08-09T00:00:00
473,Pinnacle Enterprises,Energy,170,42121,North America,9,2024-02-10T00:00:00
474,Elevate Partners,Education,36957,1207712,EMEA,6,2020-07-06T00:00:00
475,Nova Platforms,Transportation,26780,658463,LATAM,15,2024-01-18T00:00:00
476,Horizon Services,Financial Services,860,226218,APAC,1,2021-01-12T00:00:00
477,Pinnacle Digital,Healthcare,45282,1555013,EMEA,3,2021-06-05T00:00:00
478,Vertex Digital,Manufacturing,,37878,North America,1,2022-09-26T00:00:00
479,Summit Enterprises,Media & Entertainment,136,2231,EMEA,4,2023-04-09T00:00:00
480,Vanguard Enterprises,Retail,47581,1265134,APAC,1,2021-10-27T00:00:00
481,Zenith Group,Professional Services,,49835,LATAM,5,2022-03-11T00:00:00
482,Vanguard Corp,Healthcare,24,30742,North America,12,2023-05-08T00:00:00
483,Elevate Group,Manufacturing,1462,56521,EMEA,13,2024-04-02T00:00:00
484,Fusion Services,Education,122,16748,North America,11,2022-06-06T00:00:00
485,Global Systems,Professional Services,180,16609,North America,1,2021-08-26T00:00:00
486,Summit Networks,Healthcare,6433,324298,EMEA,6,2023-12-13T00:00:00
487,Quantum Enterprises,Transportation,51,14810,North America,11,2023-03-02T00:00:00
488,Pinnacle Inc,Financial Services,91,3216,North America,1,2024-05-11T00:00:00
489,Nova Platforms,Government,109,41513,APAC,16,2024-07-26T00:00:00
490,Nexus Solutions,Retail,1267,134247,LATAM,9,2020-04-24T00:00:00
491,Horizon Partners,Manufacturing,93,29402,LATAM,11,2023-01-07T00:00:00
492,Atlas Enterprises,Manufacturing,200,8712,EMEA,9,2023-11-10T00:00:00
493,Summit Analytics,Media & Entertainment,1056,170614,,5,2023-11-11T00:00:00
494,Zenith Labs,Media & Entertainment,36,9853,EMEA,5,2021-10-17T00:00:00
495,Summit Platforms,Technology,60,14870,LATAM,16,2024-06-15T00:00:00
496,Global Group,Manufacturing,802,241778,APAC,7,2023-01-16T00:00:00
497,Vanguard Technologies,Media & Entertainment,50,24941,APAC,4,2022-05-09T00:00:00
498,Optima Platforms,Education,160,45131,LATAM,2,2022-10-04T00:00:00
499,Vertex Corp,Telecommunications,,23257,EMEA,16,2024-07-14T00:00:00
500,Catalyst Holdings,Energy,40,31725,APAC,9,2024-05-12T00:00:00
501,Acme Digital,Energy,117,39256,APAC,4,2021-01-24T00:00:00
502,Velocity Inc,Retail,1359,212191,EMEA,12,2021-12-20T00:00:00
503,Fusion Platforms,Healthcare,344,71264,North America,6,2024-01-15T00:00:00
504,Catalyst Inc,Financial Services,174,23774,North America,1,2022-12-22T00:00:00
505,Vertex Partners,Energy,65,10999,EMEA,15,2024-11-06T00:00:00
506,Catalyst Holdings,Manufacturing,22,14250,North America,10,2021-04-04T00:00:00
507,Nova Services,Professional Services,16,3589,LATAM,13,2024-07-29T00:00:00
508,Pinnacle Inc,,144,45123,APAC,10,2021-09-12T00:00:00
509,Horizon Group,Government,161,48529,EMEA,12,2020-10-14T00:00:00
510,Synergy Services,Telecommunications,68,8756,EMEA,7,2020-02-16T00:00:00
511,Pacific Digital,Retail,15615,1147440,EMEA,16,2024-11-14T00:00:00
512,Synergy Software,,1255,217498,LATAM,2,2023-08-02T00:00:00
513,Acme Inc,Healthcare,20,38006,EMEA,16,2024-06-21T00:00:00
514,Fusion Dynamics,Energy,329,174876,North America,10,2020-11-09T00:00:00
515,Elevate Labs,Media & Entertainment,1715,242708,LATAM,9,2022-04-11T00:00:00
516,Horizon Analytics,Transportation,49,47946,EMEA,9,2022-11-18T00:00:00
517,Nexus Solutions,Financial Services,840,128347,APAC,12,2021-09-30T00:00:00
518,Zenith Technologies,Energy,12,12670,APAC,6,2020-10-20T00:00:00
519,Quantum Platforms,Professional Services,66,7607,North America,16,2024-05-08T00:00:00
520,Catalyst Software,Healthcare,1194,111016,North America,7,2023-11-16T00:00:00
521,Vertex Dynamics,Transportation,91,36151,APAC,15,2024-01-05T00:00:00
522,Nexus Platforms,Telecommunications,1962,178170,APAC,8,2023-07-24T00:00:00
523,Atlas Platforms,Government,,668555,EMEA,1,2024-06-16T00:00:00
524,Vertex Inc,Retail,,35281,EMEA,15,2024-04-16T00:00:00
525,Vertex Networks,Education,966,23585,EMEA,6,2023-12-27T00:00:00
526,Apex Inc,Retail,154,24519,EMEA,10,2022-01-26T00:00:00
527,Synergy Dynamics,Energy,5277,503438,EMEA,13,2023-02-18T00:00:00
528,Nova Systems,Healthcare,231,186460,LATAM,11,2022-05-09T00:00:00
529,Pacific Partners,Manufacturing,58,22034,North America,8,2020-09-03T00:00:00
530,Horizon Technologies,Professional Services,107,-37103,North America,14,2023-02-10T00:00:00
531,Vertex Holdings,Manufacturing,176,41749,North America,10,2023-11-09T00:00:00
532,Elevate Partners,Media & Entertainment,38,20541,APAC,13,2020-04-20T00:00:00
533,Atlas Labs,Education,109,10875,APAC,14,2020-03-27T00:00:00
534,Catalyst Technologies,Professional Services,62,11382,North America,5,2023-07-20T00:00:00
535,Quantum Partners,Transportation,196,30930,North America,3,2024-06-21T00:00:00
536,Pinnacle Solutions,Healthcare,687,120415,LATAM,4,2021-10-26T00:00:00
537,Pacific Labs,Education,577,200712,EMEA,2,2021-05-28T00:00:00
538,Fusion Solutions,Transportation,16300,700155,,13,2023-10-08T00:00:00
539,Atlas Enterprises,Healthcare,70,25966,APAC,10,2021-08-25T00:00:00
540,Elevate Platforms,Media & Entertainment,1672,41422,EMEA,8,2020-05-20T00:00:00
541,Synergy Labs,Education,298,-59419,North America,5,2024-11-01T00:00:00
542,Catalyst Platforms,Energy,1702,82784,APAC,10,2024-02-24T00:00:00
543,Global Labs,,176,30997,LATAM,3,2022-02-16T00:00:00
544,Pinnacle Services,Technology,61,28798,LATAM,6,2021-11-29T00:00:00
545,Nova Analytics,Retail,198,6635,LATAM,10,2023-01-17T00:00:00
546,Zenith Partners,Education,387,163086,North America,16,2024-05-21T00:00:00
547,Optima Platforms,Retail,48,38560,EMEA,14,2020-10-09T00:00:00
548,Vanguard Technologies,Energy,173,10927,North America,7,2024-12-03T00:00:00
549,Quantum Holdings,Professional Services,117,47997,LATAM,6,2021-01-30T00:00:00
550,Pacific Solutions,Professional Services,26482,1853270,North America,8,2020-10-07T00:00:00
551,Elevate Systems,Government,140,36091,LATAM,10,2023-08-24T00:00:00
552,Fusion Technologies,Professional Services,1411,45424,APAC,13,2021-09-06T00:00:00
553,Optima Systems,Manufacturing,12,19416,North America,16,2024-11-01T00:00:00
554,Atlas Solutions,Financial Services,1064,144234,APAC,8,2021-11-22T00:00:00
555,Atlas Software,Media & Entertainment,1798,211245,APAC,9,2023-01-04T00:00:00
556,Nexus Labs,Professional Services,1122,75556,LATAM,13,2024-09-14T00:00:00
557,Summit Software,Government,100,10917,EMEA,3,2023-02-09T00:00:00
558,Apex Dynamics,Retail,1399,52408,North America,9,2020-05-25T00:00:00
559,Acme Labs,Media & Entertainment,13846,1667119,EMEA,12,2023-12-26T00:00:00
560,Summit Corp,Professional Services,,1025754,EMEA,15,2024-09-15T00:00:00
561,Velocity Dynamics,Manufacturing,31,10970,LATAM,12,2024-11-03T00:00:00
562,Zenith Partners,Professional Services,25747,1696572,LATAM,16,2024-08-29T00:00:00
563,Nova Partners,Transportation,140,39040,EMEA,11,2024-09-20T00:00:00
564,Atlas Software,Technology,1262,92383,LATAM,16,2024-11-06T00:00:00
565,Horizon Holdings,Education,134,14267,North America,8,2023-12-29T00:00:00
566,Acme Technologies,Media & Entertainment,178,24129,EMEA,7,2022-08-23T00:00:00
567,Acme Dynamics,Manufacturing,37692,1297111,EMEA,1,2023-08-29T00:00:00
568,Pacific Group,Healthcare,151,22455,,7,2023-11-07T00:00:00
569,Nova Corp,Healthcare,146,46209,North America,10,2020-08-05T00:00:00
570,Nova Partners,Technology,11063,984990,EMEA,4,2024-10-26T00:00:00
571,Global Networks,Professional Services,199,35993,EMEA,9,2021-09-14T00:00:00
572,Horizon Analytics,Media & Entertainment,177,15586,EMEA,9,2022-06-28T00:00:00
573,Quantum Networks,Professional Services,16634,1850494,APAC,1,2024-11-23T00:00:00
574,Acme Solutions,Financial Services,32,15707,EMEA,4,2023-02-03T00:00:00
575,Zenith Solutions,Telecommunications,20,18714,North America,9,2021-01-26T00:00:00
576,Pinnacle Platforms,Energy,173,3092,APAC,1,2023-12-04T00:00:00
577,Vertex Dynamics,Healthcare,51,15548,APAC,6,2022-07-06T00:00:00
578,Nova Networks,Education,47,37995,APAC,1,2021-12-03T00:00:00
579,Summit Partners,Retail,112,21719,EMEA,4,2022-03-06T00:00:00
580,Catalyst Partners,Telecommunications,1549,44103,EMEA,1,2021-03-27T00:00:00
581,Quantum Enterprises,Media & Entertainment,925,102860,North America,16,2024-10-29T00:00:00
582,Summit Software,Telecommunications,26316,349157,North America,2,2021-10-06T00:00:00
583,Nexus Dynamics,Manufacturing,1047,234166,North America,12,2021-02-20T00:00:00
584,Summit Technologies,Manufacturing,1893,169121,EMEA,13,2022-02-14T00:00:00
585,Pacific Group,Media & Entertainment,92,49540,LATAM,12,2022-01-18T00:00:00
586,Catalyst Services,Financial Services,1846,103748,APAC,3,2024-02-02T00:00:00
587,Nova Software,Healthcare,167,26983,APAC,9,2022-08-03T00:00:00
588,Elevate Services,Telecommunications,1371,25430,EMEA,15,2024-07-21T00:00:00
589,Vertex Systems,Transportation,,7200,North America,15,2024-05-23T00:00:00
590,Nova Services,Energy,26,15766,EMEA,15,2024-01-28T00:00:00
591,Zenith Systems,Manufacturing,45,21062,North America,15,2024-12-21T00:00:00
592,Elevate Partners,Retail,49463,1594458,EMEA,1,2020-12-26T00:00:00
593,Synergy Technologies,Technology,,4037,North America,3,2024-11-24T00:00:00
594,Pinnacle Services,Manufacturing,1246,152060,North America,13,2020-10-27T00:00:00
595,Apex Technologies,Media & Entertainment,156,30654,EMEA,9,2023-09-08T00:00:00
596,Fusion Dynamics,Government,133,15128,North America,16,2024-07-22T00:00:00
597,Quantum Holdings,Retail,30512,1568387,EMEA,3,2024-08-19T00:00:00
598,Velocity Group,Transportation,8078,534637,APAC,1,2024-05-07T00:00:00
599,Nexus Solutions,Media & Entertainment,5662,719494,EMEA,14,2021-04-09T00:00:00
600,Elevate Dynamics,Technology,22196,1617937,North America,5,2023-09-02T00:00:00
601,Vanguard Dynamics,Transportation,135,24631,APAC,13,2021-07-01T00:00:00
602,Elevate Software,Transportation,130,4592,North America,13,2023-06-28T00:00:00
603,Velocity Corp,Financial Services,67,8042,North America,3,2024-01-09T00:00:00
604,Nova Enterprises,Education,573,242881,EMEA,3,2024-08-07T00:00:00
605,Catalyst Software,Manufacturing,149,28670,APAC,11,2023-07-29T00:00:00
606,Zenith Holdings,Energy,180,32012,APAC,3,2024-03-09T00:00:00
607,Catalyst Services,Energy,1470,211659,APAC,10,2022-05-31T00:00:00
608,Horizon Corp,Retail,33,34561,North America,13,2021-05-22T00:00:00
609,Atlas Software,Manufacturing,38027,929547,APAC,3,2023-06-08T00:00:00
610,Velocity Systems,Healthcare,44,42304,,11,2020-05-21T00:00:00
611,Horizon Services,Manufacturing,1112,245405,North America,1,2022-07-17T00:00:00
612,Global Corp,Telecommunications,143,13032,LATAM,6,2021-03-20T00:00:00
613,Vanguard Dynamics,Retail,144,21677,LATAM,10,2022-12-26T00:00:00
614,Pinnacle Platforms,Media & Entertainment,45241,350846,APAC,16,2024-08-22T00:00:00
615,Pacific Inc,Retail,123,1652,APAC,5,2021-02-19T00:00:00
616,Catalyst Inc,Retail,216,199156,North America,3,2022-04-04T00:00:00
617,Zenith Enterprises,Energy,15,35137,LATAM,12,2022-01-22T00:00:00
618,Vanguard Software,Transportation,36,12223,LATAM,5,2024-07-06T00:00:00
619,Pacific Networks,Media & Entertainment,133,49365,APAC,13,2020-04-30T00:00:00
620,Summit Dynamics,Education,1691,194770,North America,13,2023-10-31T00:00:00
621,Nexus Group,Government,1426,239877,,2,2024-02-26T00:00:00
622,Nova Enterprises,Healthcare,45,43360,North America,7,2024-10-21T00:00:00
623,Velocity Services,Retail,1251,217314,EMEA,12,2021-02-09T00:00:00
624,Apex Holdings,Financial Services,1955,131916,EMEA,16,2024-08-10T00:00:00
625,Elevate Services,Professional Services,165,16315,EMEA,15,2024-11-20T00:00:00
626,Synergy Inc,Technology,338,52711,APAC,9,2021-12-30T00:00:00
627,Pinnacle Software,,1473,-103642,North America,10,2024-09-15T00:00:00
628,Nova Analytics,Energy,1839,103876,North America,14,2020-06-07T00:00:00
629,Elevate Analytics,Transportation,1484,64299,LATAM,8,2022-12-15T00:00:00
630,Quantum Holdings,Telecommunications,161,16050,EMEA,11,2020-06-26T00:00:00
631,Vanguard Corp,Retail,671,73368,EMEA,1,2024-01-03T00:00:00
632,Catalyst Digital,,1381,32600,EMEA,5,2020-01-03T00:00:00
633,Optima Services,Media & Entertainment,156,49283,LATAM,4,2021-01-02T00:00:00
634,Nova Partners,Retail,81,39289,LATAM,14,2021-10-10T00:00:00
635,Horizon Solutions,Healthcare,169,45488,North America,2,2024-04-27T00:00:00
636,Apex Technologies,Energy,27939,304379,North America,13,2022-07-23T00:00:00
637,Nova Solutions,Technology,1344,24580,EMEA,14,2021-09-22T00:00:00
638,Vanguard Solutions,Professional Services,1147,144601,North America,6,2023-07-03T00:00:00
639,Vertex Systems,Retail,2359,1959059,LATAM,16,2024-04-01T00:00:00
640,Acme Holdings,Education,737,98521,APAC,7,2024-01-07T00:00:00
641,Velocity Services,Transportation,47,30042,North America,8,2021-06-08T00:00:00
642,Optima Partners,,937,79850,APAC,15,2024-06-09T00:00:00
643,Quantum Partners,Education,144,34826,EMEA,4,2023-10-14T00:00:00
644,Elevate Group,Energy,54,45455,North America,9,2021-10-12T00:00:00
645,Zenith Holdings,Manufacturing,397,106730,LATAM,3,2020-06-02T00:00:00
646,Nexus Labs,Professional Services,1062,92491,North America,7,2021-11-25T00:00:00
647,Quantum Corp,Manufacturing,1714,61906,APAC,16,2024-02-03T00:00:00
648,Apex Dynamics,Government,1271,221777,,5,2020-03-08T00:00:00
649,Elevate Partners,Professional Services,47981,492468,LATAM,3,2022-11-30T00:00:00
650,Summit Analytics,Energy,1268,23223,,13,2022-02-16T00:00:00
651,Apex Corp,Manufacturing,171,47329,North America,5,2023-03-24T00:00:00
652,Catalyst Analytics,Retail,1552,32021,EMEA,14,2024-01-04T00:00:00
653,Apex Partners,Technology,649,95742,LATAM,8,2022-07-27T00:00:00
654,Elevate Analytics,Healthcare,,1619567,North America,1,2023-09-23T00:00:00
655,Zenith Analytics,Technology,1136,204035,EMEA,10,2024-11-12T00:00:00
656,Global Platforms,Transportation,106,38439,APAC,6,2020-06-07T00:00:00
657,Zenith Labs,Education,34,31968,APAC,5,2022-07-01T00:00:00
658,Nexus Inc,Media & Entertainment,,1737842,LATAM,2,2022-11-27T00:00:00
659,Velocity Partners,Media & Entertainment,85,35552,APAC,6,2021-02-09T00:00:00
660,Vertex Labs,Transportation,184,27078,LATAM,14,2020-03-23T00:00:00
661,Velocity Systems,Government,1379,175565,North America,9,2020-11-12T00:00:00
662,Optima Services,Financial Services,142,24410,North America,2,2021-03-22T00:00:00
663,Pinnacle Inc,Manufacturing,175,15556,APAC,15,2024-01-18T00:00:00
664,Elevate Holdings,Financial Services,1280,185350,APAC,3,2022-09-25T00:00:00
665,Zenith Technologies,Education,746,25420,APAC,7,2021-01-07T00:00:00
666,Fusion Networks,Government,38394,1156099,APAC,8,2023-12-03T00:00:00
667,Vertex Analytics,Healthcare,179,34119,APAC,16,2024-08-07T00:00:00
668,Summit Software,Healthcare,847,174158,LATAM,13,2023-05-12T00:00:00
669,Elevate Systems,Government,143,23510,EMEA,15,2024-09-26T00:00:00
670,Quantum Dynamics,Energy,77,36984,EMEA,15,2024-05-06T00:00:00
671,Optima Holdings,Technology,1279,165581,EMEA,7,2020-02-17T00:00:00
672,Horizon Corp,Telecommunications,616,153744,EMEA,2,2024-02-19T00:00:00
673,Optima Networks,Transportation,807,216401,LATAM,3,2020-12-22T00:00:00
674,Apex Analytics,,679,72759,APAC,9,2022-01-13T00:00:00
675,Pacific Platforms,Telecommunications,100,35493,EMEA,9,2020-11-28T00:00:00
676,Pinnacle Partners,Professional Services,520,214305,APAC,4,2021-02-05T00:00:00
677,Vanguard Holdings,Manufacturing,77,12091,LATAM,13,2021-07-08T00:00:00
678,Nova Systems,Telecommunications,20353,399770,LATAM,4,2022-05-04T00:00:00
679,Nova Systems,Financial Services,158,27216,LATAM,7,2022-07-01T00:00:00
680,Zenith Enterprises,Media & Entertainment,922,189524,APAC,4,2022-09-26T00:00:00
681,Elevate Solutions,,169,29220,EMEA,13,2023-05-02T00:00:00
682,Acme Partners,Technology,67,38374,APAC,5,2023-03-07T00:00:00
683,Optima Technologies,Media & Entertainment,175,27284,APAC,16,2024-04-01T00:00:00
684,Global Systems,Financial Services,11284,1245255,APAC,1,2024-11-13T00:00:00
685,Synergy Systems,Government,1486,11914,APAC,16,2024-11-09T00:00:00
686,Horizon Technologies,Media & Entertainment,1797,159759,LATAM,2,2023-04-13T00:00:00
687,Nova Systems,Education,395,126129,LATAM,5,2022-07-29T00:00:00
688,Vertex Technologies,Telecommunications,626,212845,EMEA,16,2024-05-16T00:00:00
689,Vanguard Holdings,Healthcare,1078,193489,North America,16,2024-08-11T00:00:00
690,Apex Platforms,Healthcare,10393,1498525,LATAM,9,2021-09-27T00:00:00
691,Global Systems,Media & Entertainment,23654,169361,North America,9,2022-07-24T00:00:00
692,Optima Platforms,Manufacturing,10,48439,LATAM,2,2022-11-07T00:00:00
693,Apex Corp,Retail,1116,21319,North America,13,2024-12-12T00:00:00
694,Velocity Networks,Energy,13803,1689976,LATAM,9,2022-10-18T00:00:00
695,Velocity Dynamics,Energy,1868,41537,LATAM,12,2023-07-25T00:00:00
696,Vanguard Group,Energy,38907,1294132,EMEA,4,2022-03-24T00:00:00
697,Quantum Analytics,Telecommunications,26,14370,North America,16,2024-09-20T00:00:00
698,Summit Services,Transportation,48079,565020,LATAM,14,2024-05-07T00:00:00
699,Horizon Dynamics,Professional Services,325,135546,APAC,7,2022-08-06T00:00:00
